sentence_id_ai,speech_id,electoral_term,session,party,first_name,last_name,date,topic,combined_text,combined_text_preprocessed
1916086,1009538,19,42,SPD,rené,röspel,2018-06-28,Society,"Deswegen ist es richtig, dass wir uns mit diesem Thema befassen. Wenn Marc Zuckerberg euphemistisch sagt, dass diejenigen, die gegen künstliche Intelligenz seien, sich dafür verantworten müssten, in Zukunft Krankheitsbekämpfung verhindert zu haben, so bin ich längst nicht bei ihm.",richtig thema befassen marc zuckerberg euphemistisch sagt diejenigen künstliche intelligenz seien verantworten müssten zukunft krankheitsbekämpfung verhindert längst
1916087,1009538,19,42,SPD,rené,röspel,2018-06-28,Society,"Wenn Marc Zuckerberg euphemistisch sagt, dass diejenigen, die gegen künstliche Intelligenz seien, sich dafür verantworten müssten, in Zukunft Krankheitsbekämpfung verhindert zu haben, so bin ich längst nicht bei ihm. Es macht mich nachdenklich, wenn Stephen Hawking als grandioser Physiker befürchtete, dass künstliche Intelligenz möglicherweise das Schlimmste sei, was der Menschheit passieren könnte.",marc zuckerberg euphemistisch sagt diejenigen künstliche intelligenz seien verantworten müssten zukunft krankheitsbekämpfung verhindert längst macht nachdenklich stephen hawking grandioser physiker befürchtete künstliche intelligenz möglicherweise schlimmste sei menschheit passieren
1916089,1009538,19,42,SPD,rené,röspel,2018-06-28,Policy,"Vor dem Hintergrund dieser sehr unterschiedlichen Einschätzungen von künstlicher Intelligenz wäre es doch geradezu pflichtverletzend, wenn wir uns als Parlament mit dieser zukünftig stärker in die Gesellschaft eintretenden Technologie nicht befassen würden. Deswegen ist es richtig, dass wir die Enquete-Kommission einsetzen, die sich mit rechtlichen, ethischen und gesellschaftlichen Fragen zum Thema „Künstliche Intelligenz“ auseinandersetzen muss; denn anders als vor 20 oder auch 10 Jahren können wir heute Maschinen tatsächlich in die Lage versetzen, so intelligent zu entscheiden, wie das früher nur Menschen konnten.",hintergrund unterschiedlichen einschätzungen künstlicher intelligenz wäre geradezu pflichtverletzend parlament zukünftig stärker gesellschaft eintretenden technologie befassen richtig enquetekommission einsetzen rechtlichen ethischen gesellschaftlichen fragen thema „künstliche intelligenz“ auseinandersetzen jahren heute maschinen tatsächlich lage versetzen intelligent entscheiden früher menschen konnten
1916097,1009538,19,42,SPD,rené,röspel,2018-06-28,Society,"– „Anstand“, ein bayerischer Zwischenruf. – Menschen­ähnlich werden Maschinen und Algorithmen tatsächlich erst dann, wenn sie auch diese Eigenschaften programmiert bekommen.",– „anstand“ bayerischer zwischenruf – menschen­ähnlich maschinen algorithmen tatsächlich eigenschaften programmiert bekommen
1916107,1009538,19,42,SPD,rené,röspel,2018-06-28,Society,"Ich finde nicht, dass wir das einfach auf uns zukommen lassen dürfen. Wir dürfen nicht einfach sagen: Künstliche Intelligenz wird kommen, und wir nehmen hin, was auch immer passiert.",finde einfach zukommen lassen dürfen dürfen einfach sagen künstliche intelligenz kommen nehmen immer passiert
1916117,1009540,19,42,CDU/CSU,hansjörg,durz,2018-06-28,Science,Immer mehr Maschinen und Systeme werden durch Informatik intelligent und lernfähig gemacht. Künstliche Intelligenz findet immer mehr Anwendung.,immer mehr maschinen systeme informatik intelligent lernfähig gemacht künstliche intelligenz findet immer mehr anwendung
1916120,1009540,19,42,CDU/CSU,hansjörg,durz,2018-06-28,Science,"In jüngerer Zeit wurde das maschinelle Lernen, ein Verfahren, bei dem Computeralgorithmen aus Daten selbst lernen, also ein Werkzeug, um künstliche Intelligenz zu realisieren, stetig weiterentwickelt. Dazu kam die enorme Steigerung der verfügbaren Rechenleistung sowie Big Data, also die massenhafte Erhebung von Daten.",jüngerer zeit wurde maschinelle lernen verfahren computeralgorithmen daten lernen werkzeug künstliche intelligenz realisieren stetig weiterentwickelt kam enorme steigerung verfügbaren rechenleistung sowie big data massenhafte erhebung daten
1916121,1009540,19,42,CDU/CSU,hansjörg,durz,2018-06-28,Society,"Dazu kam die enorme Steigerung der verfügbaren Rechenleistung sowie Big Data, also die massenhafte Erhebung von Daten. All das führt dazu, dass künstliche Intelligenz mehr und mehr unseren Alltag erobert, auch wenn uns das oft nicht bewusst ist.",kam enorme steigerung verfügbaren rechenleistung sowie big data massenhafte erhebung daten all führt künstliche intelligenz mehr mehr alltag erobert oft bewusst
1916124,1009540,19,42,CDU/CSU,hansjörg,durz,2018-06-28,Society,"Ich möchte noch einmal Spamfilter, Sprachassistenten, Suchmaschinen und Übersetzungsprogramme nennen. Überall steckt künstliche Intelligenz drinnen, die über Mustererkennung Zusammenhänge zwischen einer großen Menge an Daten herstellt und so Informationen gewinnt.",möchte spamfilter sprachassistenten suchmaschinen übersetzungsprogramme nennen überall steckt künstliche intelligenz drinnen mustererkennung zusammenhänge großen menge daten herstellt informationen gewinnt
1916128,1009540,19,42,CDU/CSU,hansjörg,durz,2018-06-28,Society,"Der Gewinn für die Gesellschaft liegt auf der Hand, und die Anwendung wird auch auf Akzeptanz treffen. Wenn KI immer tiefer in unseren Alltag eindringt und immer mehr Entscheidungen auf Basis künstlicher Intelligenz getroffen werden, stellt sich die Frage, auf welcher Grundlage dies ethisch passiert.",gewinn gesellschaft liegt hand anwendung akzeptanz treffen ki immer tiefer alltag eindringt immer mehr entscheidungen basis künstlicher intelligenz getroffen stellt frage grundlage ethisch passiert
1916132,1009540,19,42,CDU/CSU,hansjörg,durz,2018-06-28,Economy,Anhand welcher Wertmaßstäbe sollen diese Entscheidungen getroffen werden? Wie verändert maschinelles Lernen die Beziehung zwischen Mensch und Maschine?,anhand wertmaßstäbe sollen entscheidungen getroffen verändert maschinelles lernen beziehung mensch maschine
1916136,1009540,19,42,CDU/CSU,hansjörg,durz,2018-06-28,Science,Im Bereich der Forschung sind wir sehr gut aufgestellt; die Kollegen haben schon darauf hingewiesen. Der Aufbau eines nationalen Forschungskonsortiums für künstliche Intelligenz und maschinelles Lernen sowie die Einrichtung des deutsch-französischen KI-Zentrums sind weitere wichtige Schritte.,bereich forschung aufgestellt kollegen hingewiesen aufbau nationalen forschungskonsortiums künstliche intelligenz maschinelles lernen sowie einrichtung deutschfranzösischen kizentrums weitere wichtige schritte
1916140,1009540,19,42,CDU/CSU,hansjörg,durz,2018-06-28,Science,"Die weltweit hohen Investitionen in Forschung und Entwicklung im Bereich künstlicher Intelligenz verdeutlichen das Rennen um neue Marktchancen. Die Fähigkeit, künstliche Intelligenz einzusetzen, wird in Zukunft über den Erfolg ganzer Volkswirtschaften maßgeblich mitentscheiden.",weltweit hohen investitionen forschung entwicklung bereich künstlicher intelligenz verdeutlichen rennen neue marktchancen fähigkeit künstliche intelligenz einzusetzen zukunft erfolg ganzer volkswirtschaften maßgeblich mitentscheiden
1916142,1009540,19,42,CDU/CSU,hansjörg,durz,2018-06-28,Society,"Auch deswegen müssen wir über dieses Thema mit Hochdruck, aber innovationsoffen und chancenbasiert diskutieren und es vorantreiben. In gleichem Maße müssen wir aber auch die Verantwortung für die Gesellschaft, für die Menschen in den Blick nehmen: Welche Auswirkungen hat KI auf die Arbeitswelt?",müssen thema hochdruck innovationsoffen chancenbasiert diskutieren vorantreiben gleichem maße müssen verantwortung gesellschaft menschen blick nehmen auswirkungen ki arbeitswelt
1916145,1009540,19,42,CDU/CSU,hansjörg,durz,2018-06-28,Society,"Stellen sich neue Verteilungsfragen? Herr Kollege, der ganze Satz von Stephen Hawking lautet: Die künstliche Intelligenz könnte das Beste oder das Schlechteste sein, was der Menschheit je zugestoßen ist.",stellen neue verteilungsfragen ganze satz stephen hawking lautet künstliche intelligenz beste schlechteste menschheit je zugestoßen
1916147,1009540,19,42,CDU/CSU,hansjörg,durz,2018-06-28,Society,"Er zeigt also eine gewisse Ambivalenz. Fest steht: Künstliche Intelligenz hat eine Welle der Erwartungen ausgelöst, die viel Hoffnung, aber auch tiefe Befürchtungen weckt: einerseits die Hoffnung, dass bereits in naher Zukunft Lösungen für große Probleme der Menschheit gefunden werden könnten, andererseits Ängste, von denen ein möglicher Verlust des Arbeitsplatzes viele Menschen besonders umtreibt.",zeigt gewisse ambivalenz fest steht künstliche intelligenz welle erwartungen ausgelöst hoffnung tiefe befürchtungen weckt einerseits hoffnung bereits naher zukunft lösungen große probleme menschheit gefunden könnten andererseits ängste denen möglicher verlust arbeitsplatzes viele menschen besonders umtreibt
1916155,1009542,19,42,CDU/CSU,andreas,steier,2018-06-28,Economy,Als letzter Redner will ich von meiner beruflichen Erfahrung berichten und so zur Diskussion über dieses Thema beitragen. Ich habe 20 Jahre in Luxemburg gearbeitet; das Thema „Künstliche Intelligenz“ ist ja kein neues Thema.,letzter redner beruflichen erfahrung berichten diskussion thema beitragen jahre luxemburg gearbeitet thema „künstliche intelligenz“ neues thema
1916156,1009542,19,42,CDU/CSU,andreas,steier,2018-06-28,Science,Ich habe 20 Jahre in Luxemburg gearbeitet; das Thema „Künstliche Intelligenz“ ist ja kein neues Thema. Wir haben bei der Entwicklung von Fahrassistenzsystemen schon vielfach künstliche Intelligenz verwendet.,jahre luxemburg gearbeitet thema „künstliche intelligenz“ neues thema entwicklung fahrassistenzsystemen vielfach künstliche intelligenz verwendet
1916174,1009542,19,42,CDU/CSU,andreas,steier,2018-06-28,Society,"Wir müssen zusätzlich der Bevölkerung die Ängste nehmen. Das können wir erreichen, indem wir den Leuten erklären, wofür künstliche Intelligenz steht und welche Vorteile und welchen Nutzen wir daraus ziehen können.",müssen zusätzlich bevölkerung ängste nehmen erreichen leuten erklären wofür künstliche intelligenz steht vorteile nutzen daraus ziehen
1916175,1009542,19,42,CDU/CSU,andreas,steier,2018-06-28,Society,"Das können wir erreichen, indem wir den Leuten erklären, wofür künstliche Intelligenz steht und welche Vorteile und welchen Nutzen wir daraus ziehen können. Ich möchte dabei ganz besonders daran erinnern, dass wir gerade durch neue, schnellere Algorithmen neue Erkenntnisse gewinnen können.",erreichen leuten erklären wofür künstliche intelligenz steht vorteile nutzen daraus ziehen möchte ganz besonders erinnern neue schnellere algorithmen neue erkenntnisse gewinnen
1916180,1009542,19,42,CDU/CSU,andreas,steier,2018-06-28,Society,"Und aus der Eigenverantwortung und der Verantwortung für den Nächsten entwickelt sich auch das Prinzip der Subsidiarität. Dieses Prinzip, dass die künstliche Intelligenz dem Menschen dienen muss, sollten wir auch in der digitalen Diskussion voranstellen.",eigenverantwortung verantwortung nächsten entwickelt prinzip subsidiarität prinzip künstliche intelligenz menschen dienen sollten digitalen diskussion voranstellen
1916181,1009542,19,42,CDU/CSU,andreas,steier,2018-06-28,Society,"Dieses Prinzip, dass die künstliche Intelligenz dem Menschen dienen muss, sollten wir auch in der digitalen Diskussion voranstellen. Und wir sollten dafür sorgen, dass wir in der Debatte in der Enquete-Kommission diesen Rahmen setzen bzw. diesem Leitbild folgen: Der Mensch steht im Mittelpunkt, und die künstliche Intelligenz hat dem Menschen zu dienen.",prinzip künstliche intelligenz menschen dienen sollten digitalen diskussion voranstellen sollten sorgen debatte enquetekommission rahmen setzen bzw leitbild folgen mensch steht mittelpunkt künstliche intelligenz menschen dienen
1917445,1009614,19,42,SPD,karl,lauterbach,2018-06-28,Economy,"Das ZEW in Mannheim geht davon aus, dass das etwa 5 Millionen Beschäftigte in Deutschland betreffen wird. Ein zweiter Punkt ist der, dass sich existierende Berufe dahin gehend verändern, dass man weniger qualifiziert sein muss als heute, um diese Berufe ausüben zu können, weil künstliche Intelligenz, Robotik oder andere Hilfestellungen, die aus der Digitalisierung kommen, das Anforderungsprofil absenken.",zew mannheim geht davon etwa millionen beschäftigte deutschland betreffen zweiter punkt existierende berufe dahin gehend verändern weniger qualifiziert heute berufe ausüben künstliche intelligenz robotik hilfestellungen digitalisierung kommen anforderungsprofil absenken
1917456,1009614,19,42,SPD,karl,lauterbach,2018-06-28,Economy,"Wenn man das alles zusammenfügen will, muss man auf allen Ebenen arbeiten. Wir brauchen so etwas wie einen „Masterplan künstliche Intelligenz“, wir brauchen die Enquete-Kommission „Künstliche Intelligenz“, aber wir brauchen auch eine Enquete-Kommission „Künstliche Intelligenz und berufliche Bildung“; denn zum jetzigen Zeitpunkt werden die Grundlagen der Programmierung von Maschinen in fast keinem Ausbildungsberuf vermittelt, auch in vielen großen Unternehmen nicht.",zusammenfügen ebenen arbeiten brauchen „masterplan künstliche intelligenz“ brauchen enquetekommission „künstliche intelligenz“ brauchen enquetekommission „künstliche intelligenz berufliche bildung“ jetzigen zeitpunkt grundlagen programmierung maschinen ausbildungsberuf vermittelt vielen großen unternehmen
1917684,1009637,19,42,FDP,thomas,sattelberger,2018-06-28,Economy,"Viele unserer heutigen Berufe sind in zehn Jahren ausgestorben. Die gute Nachricht ist, dass neue Berufe entstehen: 3‑D-Druck-Experte, Industrial Data Analyst.",viele unserer heutigen berufe zehn jahren ausgestorben gute nachricht neue berufe entstehen ‑ddruckexperte industrial data analyst
1920374,1009867,19,42,FDP,manuel,höferlin,2018-06-28,Economy,"Was ist herausgekommen? Eine Stunde lang haben sich alle Minister an einen Tisch gesetzt und über KI, über Blockchain und über die Zukunft der Arbeit gesprochen.",herausgekommen stunde lang minister tisch gesetzt ki blockchain zukunft arbeit gesprochen
1920443,1009873,19,42,CDU/CSU,axel,knoerig,2018-06-28,Economy,"Chancen und Risiken für Unternehmen sollen da untersucht werden. Ich darf daran erinnern, da das ja schon 30 Jahre zurückliegt: 1988 wurde das Deutsche Forschungszentrum für Künstliche Intelligenz gegründet, um Grundlagenforschung voranzutreiben.",chancen risiken unternehmen sollen untersucht darf erinnern jahre zurückliegt wurde deutsche forschungszentrum künstliche intelligenz gegründet grundlagenforschung voranzutreiben
1920584,1009885,19,42,Linke,anke,domscheit-berg,2018-06-28,Policy,"Liebe Kolleginnen und Kollegen! Beide uns vorliegenden Anträge zur Digitalisierung betreffen viele verschiedene Fachbereiche: Bildung, digitale Monopole, künstliche Intelligenz, elektronische Verwaltung, IT-Sicherheit, Gesundheit, Breitband, Verkehr und noch so einiges mehr.",kolleginnen kollegen beide vorliegenden anträge digitalisierung betreffen viele verschiedene fachbereiche bildung digitale monopole künstliche intelligenz elektronische verwaltung itsicherheit gesundheit breitband verkehr mehr
1920599,1009889,19,42,Linke,anke,domscheit-berg,2018-06-28,Policy,"Für innovative Mobilitätslösungen für den ländlichen Raum sind wir total; denn ein Rufbus dreimal am Tag, wie ich das aus Brandenburg kenne, reicht nicht. Für Open Data kämpfe ich als Netzaktivistin seit über zehn Jahren, damit alle mit Steuergeldern gesammelten Daten frei genutzt werden können.",innovative mobilitätslösungen ländlichen raum total rufbus dreimal tag brandenburg kenne reicht open data kämpfe netzaktivistin seit zehn jahren steuergeldern gesammelten daten frei genutzt
1920622,1009891,19,42,Grüne,dieter,janecek,2018-06-28,Policy,"Bedenken second.“ Man braucht eine wertegebundene Gesamtstrategie für die Digitalisierung, und Beschleunigung alleine ist nicht alles. Wir haben heute schon die Enquete-Kommission „Künstliche Intelligenz“ eingesetzt.",bedenken second“ braucht wertegebundene gesamtstrategie digitalisierung beschleunigung alleine heute enquetekommission „künstliche intelligenz“ eingesetzt
1920645,1009891,19,42,Grüne,dieter,janecek,2018-06-28,Economy,"Da muss man auch einen Ansatz haben, der die Bürger mitnimmt. Jetzt noch ein Punkt – da unterscheiden wir uns wesentlich; das ist ein Punkt der fehlt, auch insgesamt; wir sind ganz froh, dass wir ihn in der Enquete-Kommission „Künstliche Intelligenz“ verankern konnten –: Es ist die Frage: Wie können wir eigentlich digitale Technologien nutzen, um ökologisch zu wirtschaften?",ansatz bürger mitnimmt punkt – unterscheiden wesentlich punkt fehlt insgesamt ganz froh enquetekommission „künstliche intelligenz“ verankern konnten – frage digitale technologien nutzen ökologisch wirtschaften
1920684,1009893,19,42,CDU/CSU,hansjörg,durz,2018-06-28,Economy,"Dabei saßen alle Bundesminister mit am Tisch, weil jedes Ministerium ein Digitalministerium ist und jedes Ministerium in seinem Ressort Digitalpolitik umsetzen muss und umsetzt. Im Digitalkabinett wurden gestern Themen wie „künstliche Intelligenz“, „Blockchain“ oder „sich wandelnde Arbeitswelt“, aber eben auch eine Umsetzungsstrategie diskutiert, weil es in der Tat richtig ist, dass wir viel mehr Tempo bei der Digitalisierung aufnehmen müssen.",saßen bundesminister tisch ministerium digitalministerium ministerium ressort digitalpolitik umsetzen umsetzt digitalkabinett wurden gestern themen „künstliche intelligenz“ „blockchain“ „sich wandelnde arbeitswelt“ umsetzungsstrategie diskutiert tat richtig mehr tempo digitalisierung aufnehmen müssen
1920734,1009895,19,42,SPD,falko,mohrs,2018-06-28,Economy,"Das Münchner Datenanalyseteam von Celonis hat übrigens letzte Woche erst etwas geschafft, was europäischen Unternehmen in diesem Bereich im Moment sehr selten gelingt: Es hat nämlich die 1-Milliarde-Dollar-Grenze beim Firmenwert geknackt. Celonis nennt seine Technologie „Process Mining“.",münchner datenanalyseteam celonis letzte woche geschafft europäischen unternehmen bereich moment selten gelingt milliardedollargrenze beim firmenwert geknackt celonis nennt technologie „process mining“
1920752,1009897,19,42,SPD,falko,mohrs,2018-06-28,Society,"Eine Sache – das muss hier noch mal deutlich erwähnt werden – hat mich beim Lesen Ihres Antrags sehr irritiert. Ausgerechnet Sie loben hier quasi China zum Thema „Best Practice“, wenn es um den Bereich „künstliche Intelligenz“ geht, China, das im Bereich „künstliche Intelligenz“ gerade ein Social Credit System einführt, wo Bürger gelistet werden, bewertet werden, die ihre Rechnung nicht bezahlen, die bei Rot über die Ampel gehen, und dann quasi zu Bürgern zweiter Klasse degradiert werden.",sache – deutlich erwähnt – beim lesen antrags irritiert ausgerechnet loben quasi china thema „best practice“ bereich „künstliche intelligenz“ geht china bereich „künstliche intelligenz“ social credit system einführt bürger gelistet bewertet rechnung bezahlen rot ampel gehen quasi bürgern zweiter klasse degradiert
1921719,1009966,19,43,FDP,katja,suding,2018-06-29,Science,"Die Politik muss deshalb Innovationen fördern. Die Ministerin für Bildung und Forschung aber hat beim Forschungsgipfel zugegeben, künstliche Intelligenz bereite ihr Angst.",politik innovationen fördern ministerin bildung forschung beim forschungsgipfel zugegeben künstliche intelligenz bereite angst
1921720,1009966,19,43,FDP,katja,suding,2018-06-29,Science,"Die Ministerin für Bildung und Forschung aber hat beim Forschungsgipfel zugegeben, künstliche Intelligenz bereite ihr Angst. Meine Damen und Herren, künstliche Intelligenz bereitet unserer Forschungsministerin Angst.",ministerin bildung forschung beim forschungsgipfel zugegeben künstliche intelligenz bereite angst künstliche intelligenz bereitet unserer forschungsministerin angst
1921747,1009967,19,43,CDU/CSU,wolfgang,stefinger,2018-06-29,Economy,Die Spitzenstellung unter den federführenden Innovationsnationen wollen wir halten. Deshalb fördern wir Schlüsseltechnologien wie beispielsweise die künstliche Intelligenz.,spitzenstellung federführenden innovationsnationen halten fördern schlüsseltechnologien beispielsweise künstliche intelligenz
1921760,1009967,19,43,CDU/CSU,wolfgang,stefinger,2018-06-29,Society,"Liebe Kolleginnen und Kollegen, wir sind uns unserer Verantwortung voll bewusst. Wir wissen, dass künstliche Intelligenz zu gewaltigen Veränderungen führen wird.",kolleginnen kollegen unserer verantwortung voll bewusst wissen künstliche intelligenz gewaltigen veränderungen führen
1921762,1009967,19,43,CDU/CSU,wolfgang,stefinger,2018-06-29,Society,"Deswegen finde ich es nicht in Ordnung, dass Sie sagen, hier gebe es ein paar Vorbehalte. Sie wissen – zumindest weiß ich als Abgeordneter das, der regelmäßig mit Bürgern in Kontakt ist –, dass es auch Ängste in der Bevölkerung gibt, gerade wenn es um das Thema künstliche Intelligenz geht.",finde ordnung sagen gebe paar vorbehalte wissen – zumindest weiß abgeordneter regelmäßig bürgern kontakt – ängste bevölkerung gibt thema künstliche intelligenz geht
1921798,1009969,19,43,AfD,götz,frömming,2018-06-29,Economy,"Meine Damen und Herren, wir müssen den Einfluss von profitorientierten Firmen auf unser Bildungssystem unterbinden. Wir müssen dem weltweit zunehmenden Bildungskolonialismus einen Riegel vorschieben und wieder unseren Lehrern statt den Algorithmen der Testindustrie vertrauen.",müssen einfluss profitorientierten firmen bildungssystem unterbinden müssen weltweit zunehmenden bildungskolonialismus riegel vorschieben lehrern statt algorithmen testindustrie vertrauen
1921970,1009977,19,43,CDU/CSU,sybille,benning,2018-06-29,Economy,"Drittens. In dieser Woche tagte erstmals das Digitalkabinett mit unserer Bundeskanzlerin, und wir haben in dieser Woche gleich zwei Enquete-Kommissionen „Berufliche Bildung in der digitalen Arbeitswelt“ und „Künstliche Intelligenz“ auf den Weg gebracht.",drittens woche tagte erstmals digitalkabinett unserer bundeskanzlerin woche gleich zwei enquetekommissionen „berufliche bildung digitalen arbeitswelt“ „künstliche intelligenz“ gebracht
1921972,1009977,19,43,CDU/CSU,sybille,benning,2018-06-29,Policy,Bei uns ist nämlich Digital- und Bildungspolitik Chefinnensache. Anja Karliczek stellte dort die Eckpunkte der KI-Strategie vor.,digital bildungspolitik chefinnensache anja karliczek stellte eckpunkte kistrategie
1922039,1009979,19,43,AfD,marc,jongen,2018-06-29,Economy,Ebenso wie die Millionäre verlassen auch die klügsten Köpfe scharenweise unser Land. Und bei aller Notwendigkeit der künstlichen Intelligenz: Diese klugen Köpfe werden wir durch KI nicht ersetzen können.,ebenso millionäre verlassen klügsten köpfe scharenweise land notwendigkeit künstlichen intelligenz klugen köpfe ki ersetzen
1922111,1009987,19,43,CDU/CSU,ronja,kemmer,2018-06-29,Policy,"Um die Zukunftsfähigkeit unseres Landes zu sichern, haben wir in der letzten Legislatur vieles auf den Weg gebracht und im aktuellen Koalitionsvertrag weitreichende Vorhaben verankert, die wir jetzt zügig und entschlossen angehen. Sie sprechen das wichtige Thema künstliche Intelligenz an und werfen uns vor, dass wir die Chancen nicht richtig erkennen würden.",zukunftsfähigkeit landes sichern letzten legislatur vieles gebracht aktuellen koalitionsvertrag weitreichende vorhaben verankert zügig entschlossen angehen sprechen wichtige thema künstliche intelligenz werfen chancen richtig erkennen
1922112,1009987,19,43,CDU/CSU,ronja,kemmer,2018-06-29,Economy,"Sie sprechen das wichtige Thema künstliche Intelligenz an und werfen uns vor, dass wir die Chancen nicht richtig erkennen würden. Ministerin Karliczek hat hier in all ihren Reden sehr deutlich betont – das möchte ich noch einmal klarstellen –, dass wir beim Thema künstliche Intelligenz immer die Chancen, die sich für uns wirtschaftlich und gesellschaftlich ergeben, in den Vordergrund stellen müssen.",sprechen wichtige thema künstliche intelligenz werfen chancen richtig erkennen ministerin karliczek all reden deutlich betont – möchte klarstellen – beim thema künstliche intelligenz immer chancen wirtschaftlich gesellschaftlich ergeben vordergrund stellen müssen
1922113,1009987,19,43,CDU/CSU,ronja,kemmer,2018-06-29,Economy,"Ministerin Karliczek hat hier in all ihren Reden sehr deutlich betont – das möchte ich noch einmal klarstellen –, dass wir beim Thema künstliche Intelligenz immer die Chancen, die sich für uns wirtschaftlich und gesellschaftlich ergeben, in den Vordergrund stellen müssen. KI ist eines der großen Zukunftsthemen.",ministerin karliczek all reden deutlich betont – möchte klarstellen – beim thema künstliche intelligenz immer chancen wirtschaftlich gesellschaftlich ergeben vordergrund stellen müssen ki großen zukunftsthemen
1922114,1009987,19,43,CDU/CSU,ronja,kemmer,2018-06-29,Economy,KI ist eines der großen Zukunftsthemen. Wir wollen Deutschland zu einem weltweit führenden Standort für künstliche Intelligenz machen.,ki großen zukunftsthemen deutschland weltweit führenden standort künstliche intelligenz
1922121,1009990,19,43,Grüne,anna,christmann,2018-06-29,Policy,"Ich würde gerne einmal nachfragen, warum Sie die Chance in diesem Haushalt nicht genutzt haben. Im Haushalt findet sich der Titel „Deutsch-französisches Zentrum für KI“.",nachfragen warum chance haushalt genutzt haushalt findet titel „deutschfranzösisches zentrum ki“
1922125,1009991,19,43,CDU/CSU,ronja,kemmer,2018-06-29,Policy,"Sehr geehrte Frau Kollegin, vielen Dank für die Frage. Ich komme noch zum Stichwort „Deutsch-französisches Zentrum für Künstliche Intelligenz“.",geehrte kollegin vielen frage komme stichwort „deutschfranzösisches zentrum künstliche intelligenz“
1922126,1009991,19,43,CDU/CSU,ronja,kemmer,2018-06-29,Science,"Ich komme noch zum Stichwort „Deutsch-französisches Zentrum für Künstliche Intelligenz“. Die Planungen laufen auf Hochtouren, genau wie die Planungen für die nationale KI-Strategie, die im kommenden Herbst vorgestellt wird.",komme stichwort „deutschfranzösisches zentrum künstliche intelligenz“ planungen laufen hochtouren planungen nationale kistrategie kommenden herbst vorgestellt
1922132,1009991,19,43,CDU/CSU,ronja,kemmer,2018-06-29,Policy,"Wir müssen doch als Verantwortung tragende Parlamentarier eine breite gesellschaftliche Debatte anstoßen und führen. Darum bin ich sehr froh, dass wir gestern im Bundestag die Einsetzung der Enquete-Kommission „Künstliche Intelligenz“ beschlossen haben.",müssen verantwortung tragende parlamentarier breite gesellschaftliche debatte anstoßen führen froh gestern bundestag einsetzung enquetekommission „künstliche intelligenz“ beschlossen
1922133,1009991,19,43,CDU/CSU,ronja,kemmer,2018-06-29,Policy,"Darum bin ich sehr froh, dass wir gestern im Bundestag die Einsetzung der Enquete-Kommission „Künstliche Intelligenz“ beschlossen haben. Deutschland muss beim Thema KI vorne mitspielen.",froh gestern bundestag einsetzung enquetekommission „künstliche intelligenz“ beschlossen deutschland beim thema ki vorne mitspielen
1922136,1009991,19,43,CDU/CSU,ronja,kemmer,2018-06-29,Science,"Aber so schlecht, wie Sie die Lage darstellen, ist sie mitnichten. Das Deutsche Forschungszentrum für Künstliche Intelligenz ist immerhin das weltweit größte Institut auf diesem Gebiet mit zahlreichen Ausgründungen.",schlecht lage darstellen mitnichten deutsche forschungszentrum künstliche intelligenz immerhin weltweit größte institut gebiet zahlreichen ausgründungen
1922137,1009991,19,43,CDU/CSU,ronja,kemmer,2018-06-29,Science,"Das Deutsche Forschungszentrum für Künstliche Intelligenz ist immerhin das weltweit größte Institut auf diesem Gebiet mit zahlreichen Ausgründungen. Im Cyber Valley in Stuttgart liegt einer der weltweit führenden Hotspots im Bereich maschinelles Lernen, und – ich habe es eben bereits gesagt – die Vorbereitungen zur Einrichtung des deutsch-französischen Zentrums für KI laufen auf Hochtouren, ebenso wie die Erarbeitung der nationalen KI-Strategie.",deutsche forschungszentrum künstliche intelligenz immerhin weltweit größte institut gebiet zahlreichen ausgründungen cyber valley stuttgart liegt weltweit führenden hotspots bereich maschinelles lernen – bereits gesagt – vorbereitungen einrichtung deutschfranzösischen zentrums ki laufen hochtouren ebenso erarbeitung nationalen kistrategie
1924312,1010136,19,43,FDP,hagen,reinhold,2018-06-29,Policy,Wir alle wissen: Auch Deutschland strebt mittlerweile in bestimmten Gebieten auf dem Meer eine Nutzung an. Da stehen Pilot Mining Tests an.,wissen deutschland strebt mittlerweile bestimmten gebieten meer nutzung stehen pilot mining tests
1927611,1010324,19,44,CDU/CSU,andreas,mattfeldt,2018-07-03,Science,"Selbstlernende Maschinen und Software, das ist eben keine Science-Fiction mehr. In der Erforschung sind wir hier unter anderem mit dem Deutschen Forschungszentrum für Künstliche Intelligenz sehr stark aufgestellt.",selbstlernende maschinen software sciencefiction mehr erforschung deutschen forschungszentrum künstliche intelligenz stark aufgestellt
1928198,1010352,19,44,CDU/CSU,hansjörg,durz,2018-07-03,Economy,"Dann wird der Bund wieder einen erheblichen Beitrag dazu leisten, dass Deutschland gut gerüstet in die Zukunft geht. Ein Themenfeld, das wir dann noch viel stärker für Investitionen in den Blick nehmen müssen, ist der Bereich künstliche Intelligenz, der wohl größte Treiber der Digitalisierung.",bund erheblichen leisten deutschland gerüstet zukunft geht themenfeld stärker investitionen blick nehmen müssen bereich künstliche intelligenz größte treiber digitalisierung
1931722,1010562,19,45,SPD,jens,zimmermann,2018-07-04,Policy,Wir haben jede Menge Aufgaben. Wir haben hier im Deutschen Bundestag eine Enquete-Kommission zum Thema „Künstliche Intelligenz“ eingesetzt.,menge aufgaben deutschen bundestag enquetekommission thema „künstliche intelligenz“ eingesetzt
