sentence_id_ai,speech_id,electoral_term,session,party,first_name,last_name,date,topic,combined_text,combined_text_preprocessed,tech_sentiment,guhr_sentiment
2658673,1063223,19,236,SPD,michael,gerdes,2021-06-24,Policy,Genau dafür haben wir in dieser Woche die Weichen mit dem Zweiten Open-Data-Gesetz gestellt. Open Data wird in Zukunft einen hohen Stellenwert für alle gesellschaftlichen und wirtschaftlichen Bereiche haben.,woche weichen zweiten opendatagesetz gestellt open data zukunft hohen stellenwert gesellschaftlichen wirtschaftlichen bereiche,neutral,neutral
2659538,1063256,19,236,SPD,bernd,westphal,2021-06-24,Economy,"Wir haben einen zweiten Bereich: die Digitalisierung. Dazu gehören neben dem Ausbau des Glasfaserkabelnetzes auch die künstliche Intelligenz, Quantencomputer und anderes, die in der Lage sein müssen, die Wirtschaft zu unterstützen.",zweiten bereich digitalisierung gehören neben ausbau glasfaserkabelnetzes künstliche intelligenz quantencomputer lage müssen wirtschaft unterstützen,neutral,neutral
2663154,1063470,19,236,AfD,enrico,komning,2021-06-24,Society,"Es ist, wie immer, noch schwierig, vorherzusagen, inwieweit Systeme mit künstlicher Intelligenz in die intimsten Bereiche der Bürger vordringen werden. Wir müssen aufpassen, dass die Ausweitung der Datenveröffentlichung das informationelle Selbstbestimmungsrecht der Bürger nicht verletzt, zum Beispiel dadurch, dass sich anonymisierte Daten durch den Einsatz von KI wieder einzelnen Personen zuordnen lassen, analog dem Prinzip der Rasterfahndung.",immer schwierig vorherzusagen inwieweit systeme künstlicher intelligenz intimsten bereiche bürger vordringen müssen aufpassen ausweitung datenveröffentlichung informationelle selbstbestimmungsrecht bürger verletzt beispiel dadurch anonymisierte daten einsatz ki einzelnen personen zuordnen lassen analog prinzip rasterfahndung,negative,neutral
2663682,1063506,19,237,CDU/CSU,dorothee,bär,2021-06-25,Policy,"Zum einen liegt das daran, dass wir, wie es sich gehört, die Vorhaben im Koalitionsvertrag abgearbeitet haben. Mit der Datenstrategie der Bundesregierung sind wir sogar noch über den Koalitionsvertrag hinausgegangen.",liegt gehört vorhaben koalitionsvertrag abgearbeitet datenstrategie bundesregierung koalitionsvertrag hinausgegangen,neutral,neutral
2663717,1063506,19,237,CDU/CSU,dorothee,bär,2021-06-25,Economy,"Daher sind wir unserem Anspruch gerecht geworden. Das Gleiche gilt für Themen wie Quantencomputing, künstliche Intelligenz, 5 G, GAIA-X als Exportschlager.",anspruch gerecht geworden gleiche gilt themen quantencomputing künstliche intelligenz g gaiax exportschlager,neutral,neutral
2663866,1063514,19,237,Linke,anke,domscheit-berg,2021-06-25,Policy,"Nicht gekriegt haben wir ein Transparenzgesetz. Gekommen ist ein Open-Data-Gesetz, dem allerdings das Allerwichtigste fehlt: ein Rechtsanspruch.",gekriegt transparenzgesetz gekommen opendatagesetz allerwichtigste fehlt rechtsanspruch,neutral,neutral
2663900,1063516,19,237,Grüne,tabea,rößner,2021-06-25,Economy,"Statt sie als europäische Marke zu pushen, diffamieren Sie sie als Innovationsbremse, während Kalifornien und Israel sie begeistert kopieren. Zentrale Fragen zum Umgang mit Daten und KI wurden vertagt, und mit der Datenstrategie wurde das Scheitern in Stein gemeißelt: 234 Einzelvorhaben, von denen über die Hälfte kalter Kaffee sind, vage Absichtserklärungen und Prüfauftrage.",statt europäische marke pushen diffamieren innovationsbremse kalifornien israel begeistert kopieren zentrale fragen umgang daten ki wurden vertagt datenstrategie wurde scheitern stein gemeißelt einzelvorhaben denen hälfte kalter kaffee vage absichtserklärungen prüfauftrage,neutral,neutral
2663903,1063516,19,237,Grüne,tabea,rößner,2021-06-25,Policy,"Leider zeigt sich das auch in der Verwaltung. Das E‑Government-Gesetz, in letzter Minute durchgebracht, lässt die Potenziale von Open Data ungenutzt, und der Haushaltsausschuss hat die Erneuerung der Bundes-IT wegen explodierender Kosten gestoppt.",zeigt verwaltung e‑governmentgesetz letzter minute durchgebracht lässt potenziale open data ungenutzt haushaltsausschuss erneuerung bundesit wegen explodierender kosten gestoppt,positive,neutral
2663942,1063522,19,237,CDU/CSU,nadine,schön,2021-06-25,Policy,"Wir setzen auf Innovation. Wir haben Milliarden in künstliche Intelligenz investiert, wir haben die Blockchain-Strategie auf den Weg gebracht, wir setzen auf Quantencomputing – und Sie stehen hier wieder und sagen: Es wird nichts gemacht.",setzen innovation milliarden künstliche intelligenz investiert blockchainstrategie gebracht setzen quantencomputing – stehen sagen gemacht,positive,negative
2664094,1063529,19,237,AfD,marc,jongen,2021-06-25,Economy,"Solange wir diesen Braindrain nicht stoppen, wird keine Hightech-Strategie fruchten, meine Damen und Herren. Wenn wir uns jetzt der künstlichen Intelligenz zuwenden, dann stellen wir auch hier fest: Die KI-Strategie der Bundesregierung will nicht greifen.",solange braindrain stoppen hightechstrategie fruchten künstlichen intelligenz zuwenden stellen fest kistrategie bundesregierung greifen,neutral,neutral
2664147,1063533,19,237,FDP,thomas,sattelberger,2021-06-25,Policy,"Das gilt übrigens auch für die Hightech-Strategie, die statt einer Strategie nur eine einfältige Auflistung diverser Vorhaben ohne messbare Erfolgskriterien ist. Ich wurde jüngst in einer Antwort des BMBF zur KI-Strategie mit dem Desaster konfrontiert.",gilt hightechstrategie statt strategie einfältige auflistung diverser vorhaben messbare erfolgskriterien wurde jüngst bmbf kistrategie desaster konfrontiert,neutral,neutral
2664178,1063535,19,237,Linke,petra,sitte,2021-06-25,Society,"Technisch-technologische Innovationen verändern Arbeits- und Lebenswelt massiv. Nehmen sie nur Digitalisierung und künstliche Intelligenz, die mehr und mehr, bisweilen sogar unbemerkt, unseren Alltag durchdringen.",technischtechnologische innovationen verändern arbeits lebenswelt massiv nehmen digitalisierung künstliche intelligenz mehr mehr bisweilen unbemerkt alltag durchdringen,neutral,neutral
2664254,1063539,19,237,CDU/CSU,andreas,steier,2021-06-25,Policy,"Wir fördern die Entwicklung von Zukunftstechnologien, und wir stärken die digitalen Kompetenzen der Menschen hier vor Ort. Zum Beispiel geben wir 5 Milliarden Euro für die KI-Strategie bis 2025, zusätzliche KI-Professuren, 400 Millionen Euro für das Rahmenprogramm Mikroelektronik und 6,5 Milliarden Euro für den DigitalPakt Schule.",fördern entwicklung zukunftstechnologien stärken digitalen kompetenzen menschen ort beispiel geben milliarden euro kistrategie zusätzliche kiprofessuren millionen euro rahmenprogramm mikroelektronik milliarden euro digitalpakt schule,positive,neutral
2664263,1063539,19,237,CDU/CSU,andreas,steier,2021-06-25,Policy,"Souverän.“. Klar ist, Anwendungen wie künstliche Intelligenz oder Quantentechnologie können nur dann gelingen, wenn wir den großen Datenschatz auch nutzen.",souverän“ anwendungen künstliche intelligenz quantentechnologie gelingen großen datenschatz nutzen,neutral,neutral
2666858,1063677,19,237,Linke,andré,hahn,2021-06-25,Society,"Das muss man ernst nehmen. So gibt es zum Beispiel Studien aus den USA, die besagen, dass von Richterinnen und Richtern verwendete automatisierte Entscheidungshilfen, also künstliche Intelligenz, insbesondere schwarze Menschen benachteiligen.",ernst nehmen gibt beispiel studien usa besagen richterinnen richtern verwendete automatisierte entscheidungshilfen künstliche intelligenz insbesondere schwarze menschen benachteiligen,negative,neutral
2680963,1064718,20,8,SPD,olaf,scholz,2021-12-15,Economy,"Deutschland muss als Technologiestandort wieder an die Spitze kommen. Darum werden wir Investitionen in künstliche Intelligenz und Quantentechnologien, in Cybersicherheit, Robotik und weitere Zukunftstechnologien stärken.",deutschland technologiestandort spitze kommen investitionen künstliche intelligenz quantentechnologien cybersicherheit robotik weitere zukunftstechnologien stärken,positive,neutral
2688768,1065201,20,10,CDU/CSU,volker,ullrich,2022-01-12,Policy,"Eine letzte große Frage wird bleiben, nämlich die nach der Regulierung von Plattformen. Algorithmen bestimmen Einkaufsverhalten und schleichen sich praktisch in jeden Winkel des Lebens.",letzte große frage bleiben regulierung plattformen algorithmen bestimmen einkaufsverhalten schleichen praktisch winkel lebens,negative,neutral
2688769,1065201,20,10,CDU/CSU,volker,ullrich,2022-01-12,Economy,Algorithmen bestimmen Einkaufsverhalten und schleichen sich praktisch in jeden Winkel des Lebens. Wir brauchen mehr Transparenz und Regulierung bei Algorithmen.,algorithmen bestimmen einkaufsverhalten schleichen praktisch winkel lebens brauchen mehr transparenz regulierung algorithmen,negative,neutral
2689051,1065217,20,11,SPD,verena,hubertz,2022-01-13,Economy,"Wie wandelt sich die Arbeitswelt? Sie wandelt sich durch die Pandemie, aber auch durch Digitalisierung, Automatisierung, künstliche Intelligenz, die Art und Weise, wie wir Dinge produzieren.",wandelt arbeitswelt wandelt pandemie digitalisierung automatisierung künstliche intelligenz art weise dinge produzieren,neutral,neutral
2689898,1065259,20,11,CDU/CSU,nadine,schön,2022-01-13,Policy,"Frau Ministerin, es geht um mehr Mittel, es geht aber auch um mehr Mut. Ich kann Ihnen sagen, dass wir in den letzten Jahren oft mit dem Koalitionspartner gekämpft haben, wenn es darum ging, wie wir innovationsoffen regulieren, etwa beim Thema „künstliche Intelligenz“ oder beim Thema „Daten“.",ministerin geht mehr mittel geht mehr mut sagen letzten jahren oft koalitionspartner gekämpft ging innovationsoffen regulieren etwa beim thema „künstliche intelligenz“ beim thema „daten“,positive,neutral
2690415,1065286,20,11,Grüne,laura,kraft,2022-01-13,Society,"Und dazu gehört auch eine längst überfällige Reform des Wissenschaftszeitvertragsgesetzes. Von emissionsfreier Energieerzeugung über künstliche Intelligenz bis zum Impfstoff: Die Erkenntnisse aus Wissenschaft und Forschung prägen unsere Gesellschaft, sie können unser Leben verändern, sie retten es manchmal sogar.",gehört längst überfällige reform wissenschaftszeitvertragsgesetzes emissionsfreier energieerzeugung künstliche intelligenz impfstoff erkenntnisse wissenschaft forschung prägen gesellschaft leben verändern retten manchmal,positive,neutral
2693124,1065473,20,11,AfD,joana,cotar,2022-01-13,Security,"Es soll mehr geforscht werden, mehr für die Cybersicherheit getan werden. Buzzwörter wie KI, Blockchain und Kryptowährungen dürfen natürlich auch nicht fehlen.",mehr geforscht mehr cybersicherheit getan buzzwörter ki blockchain kryptowährungen dürfen fehlen,neutral,neutral
2693532,1065503,20,11,CDU/CSU,reinhard,brandl,2022-01-13,Policy,"Ich habe jetzt fast alle Reden aller Minister verfolgt. Es gibt in Europa im Moment drei große Weichenstellungen, die in den nächsten Monaten erfolgen und unseren digitalen Raum in Europa für das nächste Jahrzehnt mitprägen werden: Das ist der Digital Markets Act, der die Marktmacht von Google, Facebook und Amazon begrenzen soll, das ist der Digital Services Act, der unter anderem den Umgang mit illegalen Inhalten im Netz regeln soll, und das ist die EU-Verordnung für künstliche Intelligenz, die das Vertrauen der Menschen in diese Technik stärken soll.",reden minister verfolgt gibt europa moment drei große weichenstellungen nächsten monaten erfolgen digitalen raum europa nächste jahrzehnt mitprägen digital markets act marktmacht google facebook amazon begrenzen digital services act umgang illegalen inhalten netz regeln euverordnung künstliche intelligenz vertrauen menschen technik stärken,neutral,neutral
2700869,1066089,20,14,CDU/CSU,katja,leikert,2022-01-27,Policy,"Wir fordern Sie mit diesem Antrag dringend auf, dass Sie klarmachen, dass die G 7 als Wertegemeinschaft sehr selbstbewusst antritt, um weltweit Regeln und Standards zu setzen. Wir brauchen dringend Regeln für den Cyberraum, für KI, für Blockchains, für die internationale Finanzwelt.",fordern dringend klarmachen g wertegemeinschaft selbstbewusst antritt weltweit regeln standards setzen brauchen dringend regeln cyberraum ki blockchains internationale finanzwelt,negative,neutral
2701015,1066097,20,14,SPD,dennis,rohde,2022-01-27,Policy,"Damals haben wir ein Bauprogramm für Energieeffizienz auf den Weg gebracht. Damals haben wir 7 Milliarden Euro für eine Wasserstoffstrategie beschlossen, 2 Milliarden Euro für Quantentechnologie, 2 Milliarden Euro für künstliche Intelligenz.",damals bauprogramm energieeffizienz gebracht damals milliarden euro wasserstoffstrategie beschlossen milliarden euro quantentechnologie milliarden euro künstliche intelligenz,neutral,neutral
2701354,1066125,20,14,SPD,wiebke,esdar,2022-01-27,Policy,"Meine Damen und Herren, wir investieren Geld in Technik, weil wir Schritt halten wollen. Wir brauchen Investitionen in künstliche Intelligenz, die zum Beispiel Chirurginnen und Chirurgen bei den Operationen hilft.",investieren geld technik schritt halten brauchen investitionen künstliche intelligenz beispiel chirurginnen chirurgen operationen hilft,positive,neutral
2710826,1066939,20,18,FDP,katja,adler,2022-02-18,Economy,"Der Digital Markets Act und der Digital Services Act dürfen hier nur der Anfang sein. Seien wir mutig und ermöglichen wir unseren Unternehmen und Erfinderinnen und Erfindern einen rechtssicheren Rahmen für ihre Innovationen, zum Beispiel durch die Harmonisierung der Mobilfunklizenzversteigerung oder die Schaffung von Freiraum für künstliche Intelligenz.",digital markets act digital services act dürfen anfang seien mutig ermöglichen unternehmen erfinderinnen erfindern rechtssicheren rahmen innovationen beispiel harmonisierung mobilfunklizenzversteigerung schaffung freiraum künstliche intelligenz,neutral,neutral
2713466,1067126,20,18,Grüne,maik,außendorf,2022-02-18,Policy,"Diese Vorschläge liegen seit 2019 vor, sind teilweise schon in das GWB eingeflossen und gehen im Übrigen auch weit über den Umfang des DMA hinaus. Zum Beispiel werden dort Vorschläge zum Thema „Datentreuhänder und Datenstrategie“ vorgelegt.",vorschläge liegen seit teilweise gwb eingeflossen gehen übrigen weit umfang dma hinaus beispiel vorschläge thema „datentreuhänder datenstrategie“ vorgelegt,neutral,neutral
2720350,1067722,20,21,AfD,joana,cotar,2022-03-17,Society,"Die haben 18 Millionen IP-Adressen blockiert in der Hoffnung, Telegram abschalten zu können. Das Ergebnis: Staatliche Webseiten waren nicht mehr erreichbar, Bankdienstleistungen, KI‑Systeme, Onlinespeicher; überall kam es zu Ausfällen.",millionen ipadressen blockiert hoffnung telegram abschalten ergebnis staatliche webseiten mehr erreichbar bankdienstleistungen ki‑systeme onlinespeicher überall kam ausfällen,neutral,negative
2722261,1067849,20,21,Grüne,awet,tesfaiesus,2022-03-17,Society,"Es ist besorgniserregend, wenn es im Bericht heißt, dass es „zunehmend schwerer“ wird, „Information und Desinformation voneinander zu trennen“. Während bei klassischen Medien von Redakteurinnen und Redakteuren entschieden wird, welche Nachrichten hervorgehoben platziert werden, weil sie besonders bedeutend sind, stellen große Plattformen Informationen durch algorithmusgesteuerte Auswahlprozesse zur Verfügung.",besorgniserregend bericht heißt „zunehmend schwerer“ „information desinformation voneinander trennen“ klassischen medien redakteurinnen redakteuren entschieden nachrichten hervorgehoben platziert besonders bedeutend stellen große plattformen informationen algorithmusgesteuerte auswahlprozesse verfügung,negative,neutral
2722269,1067849,20,21,Grüne,awet,tesfaiesus,2022-03-17,Society,"Anstatt nach immer mehr Klickzahlen zu schielen, um möglichst hohe Werbeeinnahmen zu generieren, können kooperative Plattformen schon im technischen Design auf gemeinwohlorientierte Kriterien hin optimiert werden. Guter Journalismus scheitert so nicht mehr am Algorithmus.",anstatt immer mehr klickzahlen schielen möglichst hohe werbeeinnahmen generieren kooperative plattformen technischen design gemeinwohlorientierte kriterien optimiert guter journalismus scheitert mehr algorithmus,negative,neutral
2722353,1067855,20,21,AfD,martin erwin,renner,2022-03-17,Society,"Öffentliche Kommunikation, Information und Meinungsbildung finden zunehmend, gerade bei der jüngeren Generation, auch im Internet statt. Und hier dominieren die global agierenden Plattformbetreiber, das Big-Data-Oligopol.",öffentliche kommunikation information meinungsbildung finden zunehmend jüngeren generation internet statt dominieren global agierenden plattformbetreiber bigdataoligopol,negative,neutral
2722355,1067855,20,21,AfD,martin erwin,renner,2022-03-17,Society,"Und ja, es ist eine enorme Bedrohung der Meinungs- und Informationsfreiheit in unserer Demokratie, wenn solche marktbeherrschenden globalistischen Plattformbetreiber eine eigene, auch politische Agenda verfolgen und politisch ungewollte Meinungsäußerungen zunehmend zensieren und löschen. Aber es war auch ein medien- und rechtspolitischer Treppenwitz, dass man genau solche Ambitionen dieses Big-Data-Oligopols auch mittels des Netzwerkdurchsetzungsgesetzes unterstützt und befördert hat.",enorme bedrohung meinungs informationsfreiheit unserer demokratie marktbeherrschenden globalistischen plattformbetreiber eigene politische agenda verfolgen politisch ungewollte meinungsäußerungen zunehmend zensieren löschen medien rechtspolitischer treppenwitz ambitionen bigdataoligopols mittels netzwerkdurchsetzungsgesetzes unterstützt befördert,negative,neutral
2722389,1067857,20,21,FDP,thomas,hacker,2022-03-17,Society,"Entscheidend ist, was wir daraus machen, wie wir mit der Macht der ständigen Erreichbarkeit, der fortwährenden Nachrichtenaufnahme umgehen, wie wir die Gier nach Sensation und Aufmerksamkeit nutzen oder benutzen. Die Medienplattformen haben dies durch ihre Algorithmen und Geschäftsmodelle in der Hand: Folge ich dem Kreml oder Coronaleugnern, oder schaue ich mir Katzenvideos, Schminktipps oder Videos an, die zeigen, wie man eine Waffe zusammenbaut?",entscheidend daraus macht ständigen erreichbarkeit fortwährenden nachrichtenaufnahme umgehen gier sensation aufmerksamkeit nutzen benutzen medienplattformen algorithmen geschäftsmodelle hand folge kreml coronaleugnern schaue katzenvideos schminktipps videos zeigen waffe zusammenbaut,negative,neutral
2722408,1067857,20,21,FDP,thomas,hacker,2022-03-17,Society,"Es geht darum, Pluralismus im Netz zu begünstigen, Öffentlich-Rechtliche und Private einzubinden, Transparenz zu fördern und westliche Grundwerte, die unser Leben prägen, auch im Netz aktiv zu leben und zu vertreten. Die Bedeutung der sozialen Medien für die öffentliche Meinungsbildung ist immens, doch werden die angezeigten Inhalte allein von Algorithmen bestimmt, die ausschließlich den wirtschaftlichen Eigeninteressen der Unternehmen dienen.",geht pluralismus netz begünstigen öffentlichrechtliche private einzubinden transparenz fördern westliche grundwerte leben prägen netz aktiv leben vertreten bedeutung sozialen medien öffentliche meinungsbildung immens angezeigten inhalte allein algorithmen bestimmt ausschließlich wirtschaftlichen eigeninteressen unternehmen dienen,negative,neutral
2722458,1067861,20,21,CDU/CSU,maximilian,mörseburg,2022-03-17,Society,"Aber bis heute haben wir das Problem, dass emotionalisierte Botschaften in den sozialen Netzwerken deutlich erfolgreicher sind als qualitativ hochwertige Beiträge. Der Medienbericht der Bundesregierung erkennt, dass die Algorithmen nach Klicks entscheiden und nicht nach journalistischen Relevanzkriterien und dass Falschinformationen deshalb immer noch der Kassenschlager sind.",heute problem emotionalisierte botschaften sozialen netzwerken deutlich erfolgreicher qualitativ hochwertige beiträge medienbericht bundesregierung erkennt algorithmen klicks entscheiden journalistischen relevanzkriterien falschinformationen immer kassenschlager,negative,neutral
2722462,1067861,20,21,CDU/CSU,maximilian,mörseburg,2022-03-17,Society,"Deswegen ist es ganz wichtig – Monika Grütters hat in der Vergangenheit wirklich darauf hingewirkt –, dass wir die beiden Regelungen, die auf dem Weg sind – den Digital Markets Act und den Digital Services Act – schnell umsetzen. Wir müssen – das müssen jetzt vor allem Sie tun, liebe Regierungsfraktionen – Richtung Europa über Transparenzregeln für Algorithmen, den Missbrauch von Monopolstellungen diskutieren, wir müssen über Regulierung reden, die für Unternehmen leistbar ist, aber im Medienbereich, liebe Ampel, von höchster inhaltlicher Neutralität geprägt sein muss, weil Medienvielfalt kein Luxusgut ist, sondern die Voraussetzung für eine liberale Gesellschaft und für das Funktionieren einer Demokratie.",ganz wichtig – monika grütters vergangenheit hingewirkt – beiden regelungen – digital markets act digital services act – schnell umsetzen müssen – müssen tun regierungsfraktionen – richtung europa transparenzregeln algorithmen missbrauch monopolstellungen diskutieren müssen regulierung reden unternehmen leistbar medienbereich ampel höchster inhaltlicher neutralität geprägt medienvielfalt luxusgut voraussetzung liberale gesellschaft funktionieren demokratie,negative,neutral
2722479,1067863,20,21,SPD,daniel,schneider,2022-03-17,Society,"Einerseits war es nie leichter, in politische Diskurse einzusteigen, Meinungen auszutauschen, Erfahrungen zu teilen, Kontakte zu knüpfen oder per Mausklick nationalstaatliche Grenzen zu überwinden. Andererseits erleben wir – auch das haben wir schon gehört – Hatespeech, Desinformationen, willkürliche Algorithmen, Filterblasen und damit einen verzerrten öffentlichen Diskurs.",einerseits nie leichter politische diskurse einzusteigen meinungen auszutauschen erfahrungen teilen kontakte knüpfen per mausklick nationalstaatliche grenzen überwinden andererseits erleben – gehört – hatespeech desinformationen willkürliche algorithmen filterblasen verzerrten öffentlichen diskurs,negative,neutral
2729687,1068357,20,23,Linke,amira,mohamed ali,2022-03-22,Economy,"Unsere Daten werden viel zu oft hemmungslos genutzt. Der Manipulation sind Tür und Tor geöffnet, und nicht jedem ist bewusst, dass die Algorithmen, die das individuelle Kauf- und Klick-Verhalten analysieren, nicht nur für individuelle Produktangebote sorgen; nein, sie sorgen auch für individualisierte Preise.",daten oft hemmungslos genutzt manipulation tür tor geöffnet bewusst algorithmen individuelle kauf klickverhalten analysieren individuelle produktangebote sorgen sorgen individualisierte preise,negative,neutral
2730949,1068445,20,23,SPD,anna,kassautzki,2022-03-22,Policy,"Wir schützen uns so auch vor technischen Monopolen, Abhängigkeit von einzelnen Anbietern und damit auch vor deren Herkunftsstaaten und bringen uns, wie durch die Multi-Cloud-Strategie, einen großen Schritt näher in Richtung digitale Souveränität. Durch die öffentliche Hand erhobene Daten müssen, insofern sie nicht personenbezogen sind, analog zum Prinzip „Public Money, Public Code“ möglichst als Open Data zur Verfügung gestellt werden.",schützen technischen monopolen abhängigkeit einzelnen anbietern deren herkunftsstaaten bringen multicloudstrategie großen schritt näher richtung digitale souveränität öffentliche hand erhobene daten müssen insofern personenbezogen analog prinzip „public money public code“ möglichst open data verfügung gestellt,neutral,neutral
2730951,1068445,20,23,SPD,anna,kassautzki,2022-03-22,Policy,"Das schützt uns alle vor der Abhängigkeit von Datenmonopolen. Auch diesen Rechtsanspruch auf Open Data haben wir uns in den Koalitionsvertrag geschrieben, und dazu stehen wir auch, liebe Kolleginnen und Kollegen.",schützt abhängigkeit datenmonopolen rechtsanspruch open data koalitionsvertrag geschrieben stehen kolleginnen kollegen,neutral,neutral
2736412,1068723,20,25,FDP,nicole,westig,2022-03-24,Society,"Schenken wir ihnen mehr Zeit! Nutzen wir KI, um Pflegebedürftigen und pflegenden Angehörigen das Leben zu erleichtern!",schenken mehr zeit nutzen ki pflegebedürftigen pflegenden angehörigen leben erleichtern,positive,neutral
2738509,1068858,20,25,AfD,peter,felser,2022-03-24,Policy,Eine kleine Miniwende haben wir bei der Digitalisierung. Erstmals bekommen wir ein Budget für die künstliche Intelligenz; das begrüßen wir.,kleine miniwende digitalisierung erstmals bekommen budget künstliche intelligenz begrüßen,positive,neutral
2738510,1068858,20,25,AfD,peter,felser,2022-03-24,Policy,"Erstmals bekommen wir ein Budget für die künstliche Intelligenz; das begrüßen wir. Das ist richtig, das ist zukunftsweisend, wenngleich es nur ein bescheidender Anfang ist, wenn man die Ausgaben für KI mal mit denen von China und den USA vergleicht.",erstmals bekommen budget künstliche intelligenz begrüßen richtig zukunftsweisend wenngleich bescheidender anfang ausgaben ki denen china usa vergleicht,positive,negative
2739130,1068895,20,25,FDP,bettina,stark-watzinger,2022-03-24,Policy,"Mit China stehen wir in einer Werteauseinandersetzung: Freiheit statt Kontrolle, Vertrauen statt Überwachung. Gerade deshalb ist es sinnvoll, jetzt in Zukunftsfelder zu investieren: in Quantentechnologien, in IT-Sicherheit, in Mikroelektronik, in künstliche Intelligenz.",china stehen werteauseinandersetzung freiheit statt kontrolle vertrauen statt überwachung sinnvoll zukunftsfelder investieren quantentechnologien itsicherheit mikroelektronik künstliche intelligenz,positive,neutral
2739365,1068909,20,25,FDP,christoph,meyer,2022-03-24,Science,"Ich glaube, die Rede der neuen Bildungsministerin Frau Stark-Watzinger hat sehr, sehr deutlich gezeigt, dass es jetzt Zeit ist für einen Neustart in der Bildungs- und in der Forschungspolitik, und dafür tritt diese Koalition an. Es ist gut, dass wir endlich eine kompetente Ministerin haben, für die Begriffe wie „Algorithmus“ oder „künstliche Intelligenz“ keine Fremdwörter sind, die klarmacht, dass wir in dieser Koalition einen Fokus auf Bildungs- und Forschungspolitik legen wollen.",glaube neuen bildungsministerin starkwatzinger deutlich gezeigt zeit neustart bildungs forschungspolitik tritt koalition endlich kompetente ministerin begriffe „algorithmus“ „künstliche intelligenz“ fremdwörter klarmacht koalition fokus bildungs forschungspolitik legen,neutral,positive
2739837,1068940,20,25,CDU/CSU,martina,englhardt-kopf,2022-03-24,Economy,"Veränderungsprozesse machen vor der Arbeitswelt nicht halt. Digitalisierung, Automatisierung, Big Data und eine zunehmende Vernetzung halten Einzug ins Arbeitsleben.",veränderungsprozesse arbeitswelt halt digitalisierung automatisierung big data zunehmende vernetzung halten einzug arbeitsleben,neutral,neutral
2746958,1069507,20,28,Grüne,ekin,deligöz,2022-04-07,Economy,"Wir unterstützen Frauen in den KI-Berufen, in der KI-Branche darin, eigene Lösungen zu finden. Gerade die künstliche Intelligenz hat einen anderen Blickwinkel, den weiblichen Blickwinkel mehr als notwendig.",unterstützen frauen kiberufen kibranche darin eigene lösungen finden künstliche intelligenz blickwinkel weiblichen blickwinkel mehr notwendig,neutral,neutral
2746959,1069507,20,28,Grüne,ekin,deligöz,2022-04-07,Society,"Gerade die künstliche Intelligenz hat einen anderen Blickwinkel, den weiblichen Blickwinkel mehr als notwendig. Denn Algorithmen sind nicht geschlechtsneutral, Algorithmen können diskriminierend sein, Algorithmen können Frauen ausschließen.",künstliche intelligenz blickwinkel weiblichen blickwinkel mehr notwendig algorithmen geschlechtsneutral algorithmen diskriminierend algorithmen frauen ausschließen,negative,neutral
2746961,1069507,20,28,Grüne,ekin,deligöz,2022-04-07,Society,"Diese Ungleichheiten multiplizieren sich, wenn wir das alles sich selbst überlassen; sie verstärken das Ganze. Deshalb wollen wir, dass Frauen in der KI nicht zusätzlich diskriminiert werden, wenn es darum geht, einen Job zu bekommen oder einen Kredit für ein Start-up in diesem Land.",ungleichheiten multiplizieren überlassen verstärken ganze frauen ki zusätzlich diskriminiert geht job bekommen kredit startup land,negative,neutral
2746963,1069507,20,28,Grüne,ekin,deligöz,2022-04-07,Policy,"Das können wir übrigens nicht national lösen, das müssen wir international angehen. Deshalb begrüßen wir in meinem Haus sehr, dass die EU-Kommission mit der KI-Verordnung einen Vorschlag macht, um die Qualität und die Sicherheit der Nutzung von Algorithmen, zum Beispiel bei der Personalauswahl, voranzubringen.",national lösen müssen international angehen begrüßen haus eukommission kiverordnung vorschlag macht qualität sicherheit nutzung algorithmen beispiel personalauswahl voranzubringen,neutral,neutral
2747049,1069511,20,28,SPD,josephine,ortleb,2022-04-07,Society,"Wir müssen auch erkennen, wenn die Digitalisierung Ungerechtigkeiten verfestigt oder sogar verschärft. Denn Diskriminierungen werden häufig in Algorithmen festgeschrieben und sozusagen in Computersprache übersetzt.",müssen erkennen digitalisierung ungerechtigkeiten verfestigt verschärft diskriminierungen häufig algorithmen festgeschrieben sozusagen computersprache übersetzt,negative,neutral
2747051,1069511,20,28,SPD,josephine,ortleb,2022-04-07,Society,"Wenn in Deutschland die meisten Entwickler und vor allen Dingen auch Designer von Produkten männlich sind, dann gestalten sie die digitalen Produkte oft anhand ihrer eigenen männlichen Lebenswelt. Deshalb sollten wir Unternehmen verpflichten, ihre Algorithmen auf deren Geschlechtergerechtigkeit zu prüfen.",deutschland meisten entwickler dingen designer produkten männlich gestalten digitalen produkte oft anhand eigenen männlichen lebenswelt sollten unternehmen verpflichten algorithmen deren geschlechtergerechtigkeit prüfen,negative,neutral
2747052,1069511,20,28,SPD,josephine,ortleb,2022-04-07,Economy,"Deshalb sollten wir Unternehmen verpflichten, ihre Algorithmen auf deren Geschlechtergerechtigkeit zu prüfen. Wie das gelingen kann, zeigt ein Start-up aus meinem Wahlkreis, QuantPi, das mit seiner Arbeit das Ziel hat, die Entscheidungen, die von Algorithmen getroffen werden, für alle nachvollziehbar zu machen.",sollten unternehmen verpflichten algorithmen deren geschlechtergerechtigkeit prüfen gelingen zeigt startup wahlkreis quantpi arbeit ziel entscheidungen algorithmen getroffen nachvollziehbar,negative,neutral
